id;variety;mode;format;type;category
icejam_s1a-031_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-032_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-033_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-034_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-035_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-036_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-037_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-038_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-039_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-039_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-040_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-041_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-042_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-043_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-044_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-045_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-046_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-047_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-048_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-049_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-050_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-051_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-052_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-053_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-054_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-055_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-056_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-057_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-058_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-059_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-060_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-061_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-062_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-063_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-064_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-065_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-066_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-066_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-067_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-068_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-069_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-070_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-070_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-071_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-071_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-072_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-073_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-074_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-075_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-076_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-076_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-077_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-078_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-079_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-079_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-080_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-081_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-082_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-083_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-083_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-084_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-085_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-086_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-086_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-087_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-088_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-089_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-090_0;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-090_1;icejam;spoken;dialogue;private;direct conversations
icejam_s1a-091_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-092_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-093_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-093_1;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-094_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-095_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-095_1;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-095_2;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-096_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-097_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-097_1;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-098_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-099_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-099_1;icejam;spoken;dialogue;private;distance conversations
icejam_s1a-100_0;icejam;spoken;dialogue;private;distance conversations
icejam_s1b-001_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-002_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-003_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-004_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-005_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-005_1;icejam;spoken;dialogue;public;class lessons
icejam_s1b-006_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-007_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-008_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-009_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-010_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-011_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-011_1;icejam;spoken;dialogue;public;class lessons
icejam_s1b-012_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-013_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-014_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-015_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-016_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-017_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-018_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-019_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-020_0;icejam;spoken;dialogue;public;class lessons
icejam_s1b-021_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-022_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-023_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-024_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-025_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-026_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-027_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-028_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-029_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-030_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-031_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-032_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-033_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-034_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-035_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-036_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-037_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-038_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-038_1;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-039_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-040_0;icejam;spoken;dialogue;public;broadcast discussions
icejam_s1b-041_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-042_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-043_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-043_1;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-044_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-045_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-046_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-047_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-048_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-048_1;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-049_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-050_0;icejam;spoken;dialogue;public;broadcast interviews
icejam_s1b-051_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-052_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-053_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-054_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-055_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-056_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-057_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-058_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-059_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-060_0;icejam;spoken;dialogue;public;parliamentary debates
icejam_s1b-061_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-062_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-063_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-063_1;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-063_2;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-063_3;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-064_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-064_1;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-065_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-066_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-066_1;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-067_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-068_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-069_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-070_0;icejam;spoken;dialogue;public;legal cross-examinations
icejam_s1b-071_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-072_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-073_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-074_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-075_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-075_1;icejam;spoken;dialogue;public;business transactions
icejam_s1b-076_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-077_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-077_1;icejam;spoken;dialogue;public;business transactions
icejam_s1b-078_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-079_0;icejam;spoken;dialogue;public;business transactions
icejam_s1b-080_0;icejam;spoken;dialogue;public;business transactions
icejam_s2a-001_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-002_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-003_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-004_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-005_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-006_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-007_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-008_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-009_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-010_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-011_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-012_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_1;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_2;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_3;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_4;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_5;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_6;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-013_7;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-014_1;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-014_2;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-014_3;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-014_4;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-014_5;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-015_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-016_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-017_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-018_0;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-021_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-022_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-022_1;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-023_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-024_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-025_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-026_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-027_1;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-027_2;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-027_3;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-028_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-029_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-030_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-031_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-032_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-033_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-033_1;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-034_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-035_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-036_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-037_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-038_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-039_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-040_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-041_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-042_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-043_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-044_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-045_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-046_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-047_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-048_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-049_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-050_0;icejam;spoken;monologue;unscripted;unscripted speeches
icejam_s2a-051_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-052_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-053_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-054_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-055_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-056_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-057_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-057_1;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-058_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-059_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-060_0;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-060_1;icejam;spoken;monologue;unscripted;demonstrations
icejam_s2a-061_0;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-062_0;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-062_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-063_0;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-064_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-064_2;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-019_1;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-019_2;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-019_3;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-019_4;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-019_5;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_1;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_2;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_3;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_4;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_5;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_6;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-020_7;icejam;spoken;monologue;unscripted;spontaneous commentaries
icejam_s2a-065_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-065_2;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-066_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-067_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_2;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_3;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_4;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_5;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_6;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-068_7;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-069_0;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-070_1;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2a-070_2;icejam;spoken;monologue;unscripted;legal presentations
icejam_s2b-001_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-001_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-002_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-002_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-003_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-003_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-004_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-005_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-006_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-006_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-007_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-007_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-008_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-008_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-009_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-009_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-010_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-010_2;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-011_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-011_1;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-012_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-013_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-014_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-015_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-016_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-017_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-018_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-019_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-020_0;icejam;spoken;monologue;scripted;broadcast news
icejam_s2b-021_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-022_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-023_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-024_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-025_1;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-026_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-027_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-028_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-028_1;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-029_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-030_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-031_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-032_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-033_1;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-034_1;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-035_1;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-036_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-037_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-038_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-039_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-040_0;icejam;spoken;monologue;scripted;broadcast talks
icejam_s2b-041_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-042_1;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-043_1;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-044_1;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-045_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-046_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-047_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-048_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-049_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_s2b-050_0;icejam;spoken;monologue;scripted;speeches (not broadcast)
icejam_w1a-001_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-001_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-001_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-001_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-002_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-002_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-002_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-002_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-003_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-003_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-003_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-003_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-004_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-004_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-004_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-004_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-005_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-005_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-005_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-005_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-006_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-006_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-006_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-006_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-007_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-007_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-007_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-007_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-008_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-008_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-008_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-008_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-009_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-009_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-009_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-009_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_1;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_2;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_3;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_4;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_5;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_6;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_7;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_8;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-010_9;icejam;written;non-printed;non-professional;student untimed essays
icejam_w1a-011_1;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-011_2;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-011_3;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-012_1;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-012_2;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-013_1;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-013_2;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-013_3;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-014_1;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-014_2;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-014_3;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-015_1;icejam;written;non-printed;non-professional;student examination essays
icejam_w1a-015_2;icejam;written;non-printed;non-professional;student examination essays
